id,amount,currency,date,type,risk_score
8b6efda6-79cb-4b0b-9061-3ca2a32c4c23,14368.18,USD,2024-08-05,debit,0.56
0e6df73c-64c7-4d1e-872c-b4015be5cc81,9781.58,EUR,2025-12-04,credit,0.84
b094b955-5eea-489a-b37a-0c6040022fd5,7023.07,USD,2025-07-02,credit,0.49
5611052b-c089-4f0b-8a44-88b66cd2b0cf,14962.71,USD,2024-11-06,credit,0.35
23763c32-09c4-443b-83c5-ab26092c6940,18335.57,USD,2025-11-14,credit,0.19
709927f0-8db3-4900-b183-f17fcc393bd1,13970.33,GBP,2025-08-18,credit,0.32
97c18627-db00-4017-ae8b-3732d93e4d93,8829.28,USD,2024-03-23,credit,0.49
70b6ca48-597b-4402-836d-e65724e10fab,6195.79,USD,2025-07-05,debit,0.33
3f2bc64e-8e97-4b3c-b5ad-7526ed8da963,5548.45,USD,2024-09-09,debit,0.48
f8ebb7cb-f633-4a50-b06c-63bafccb4ce9,14752.39,EUR,2025-10-18,credit,0.47
59b848c8-2d15-49d1-9ebc-4b84c30fef8d,15547.53,USD,2025-02-22,credit,0.02
4862895f-3bc4-4a3b-bf8a-8528a4f95e98,12975.17,GBP,2024-10-10,credit,0.85
e6393e87-9962-49c3-a609-a4d1ef952822,19847.0,GBP,2025-12-02,debit,0.22
4a45d94c-c3f4-416d-9b98-cb951f9b5bc5,18462.79,USD,2024-12-10,debit,0.83
617f8539-98b3-4b3c-8c42-487fb74eabc8,6187.36,USD,2025-07-03,debit,0.77
1f5820e1-cbcf-4387-b709-dd91a2f148e5,16107.57,EUR,2024-10-06,credit,0.17
c139dd5d-b6c7-46ac-99aa-188d832232bf,592.33,USD,2025-06-13,debit,0.71
19b6d264-ea53-4a2e-b8ba-1da00ec987f8,17774.43,EUR,2025-03-18,credit,0.0
91077679-6c33-44d4-a13e-657449e11387,8864.2,USD,2024-04-22,credit,0.69
7813be2c-dcb6-4295-9603-71b9c5b43f5a,19131.22,USD,2025-04-10,debit,0.39
90d5521d-989d-4596-b7f5-735485a194c2,18371.91,USD,2025-05-05,debit,0.23
709ff057-8c53-4e6c-bd08-5e43fee99ad1,9975.16,USD,2024-09-25,debit,0.56
b46605cd-629a-4de9-8658-27d7d3b6ac43,1030.66,USD,2025-03-31,debit,0.38
1985c861-cd44-402e-88c4-bf9fe0309518,9729.48,USD,2024-11-20,debit,0.08
0a61e06c-352f-4560-8c22-b93c5d323e1c,10570.11,USD,2025-05-13,debit,0.26
69dc9b5c-daa4-4a46-bfa1-620165b7386f,5251.43,EUR,2025-01-26,credit,0.23
989aa64a-cc07-4fa6-b003-0c58de992a49,18713.27,USD,2025-06-04,credit,0.95
f5c72273-2adc-4178-895a-c58af4e4e390,12116.06,USD,2025-08-02,credit,0.63
837fa154-f049-4d80-a17f-50ae8e174d1b,12421.81,USD,2025-05-15,credit,0.06
b2440880-0952-4607-96c1-5dc4593f958c,18939.38,EUR,2025-05-28,debit,0.56
3c6617a7-4f17-437b-b5fc-f4363d108368,17461.43,EUR,2025-08-01,debit,0.84
05d4842d-2640-4022-a8d2-6a70d2e51ba0,4893.2,EUR,2025-05-27,debit,0.9
c2b8f10c-4825-4d3a-8d5c-49550d1549a2,15728.73,USD,2026-01-10,credit,0.84
85a8729b-d459-429b-85b5-99a96044f7f6,8897.53,USD,2026-01-17,credit,0.72
7c8dbe0a-0363-4cf1-95a5-75edb29e16f7,13281.75,USD,2025-02-04,debit,0.38
a52defc5-19c6-41af-929a-a74b900adab2,9987.28,USD,2024-05-07,debit,0.39
18357232-9e5b-444c-b592-e883d5762a3c,2282.4,EUR,2024-11-21,debit,0.18
31e0f41b-ed1d-43d8-8ef0-1d67e7c1a132,16465.44,EUR,2025-10-23,credit,0.92
1065683b-558c-4ab9-97cd-274c3b2122b4,3840.44,GBP,2025-07-04,debit,0.62
161fb93c-b4cf-4a37-96f0-948e22ee2622,6274.16,EUR,2025-11-29,credit,0.28
c149940d-98cd-4f2b-88c3-a4a1202caf83,16315.53,USD,2025-04-04,debit,0.46
a7d8d35f-9042-47ef-9cfe-464758ef3dce,16007.72,USD,2024-09-20,credit,0.81
cc35bd20-9dc7-404f-af79-b2ebd51dd50a,2500.66,USD,2025-01-02,debit,0.07
d7cb3036-c5b2-4bf6-abbf-a39dde976327,4158.93,USD,2026-02-15,credit,0.68
3fd0c1f7-39c3-4339-a51b-a0caec5dfd19,15147.9,USD,2025-11-25,debit,0.25
98b8e510-59ac-4013-8827-483beb6ea997,1655.52,USD,2024-10-15,credit,0.33
c77aa6dc-057e-4eee-9cd2-3b02242d81b9,10349.84,USD,2026-01-22,debit,0.9
47b6de72-fec9-44a3-b11b-51bf4aabbb98,7301.86,EUR,2024-07-22,debit,0.9
783b3b27-d562-4669-bab4-1b401ca2a729,9509.51,USD,2025-01-23,credit,0.74
32113081-ef0a-404f-9bb3-4d7a919814e4,3933.65,USD,2024-04-29,debit,0.93
74aeb766-132f-4afd-a438-d15aeb8fa5ea,6200.24,USD,2026-03-03,credit,0.38
29fb1332-6371-4502-b34d-69abb8657830,11252.21,USD,2025-08-29,credit,0.33
fe90e50a-5921-4cff-917d-bc004ac5866d,16030.44,GBP,2025-06-10,credit,0.43
8c4dc322-46ea-463d-b945-251b5d66e39f,13644.75,EUR,2025-05-27,credit,0.07
c116e987-54b9-495c-b2f8-a0baeaa1d530,1557.58,GBP,2024-11-19,debit,0.37
f51c2890-7928-4137-8459-d85ec1c6b99a,12121.65,USD,2024-11-16,credit,0.24
02ec4ff8-5cd8-4116-aa2f-c98c6cf1e880,12959.2,USD,2025-03-06,credit,0.75
3dad7134-09b6-444f-b531-8e1bc4208000,8364.97,EUR,2024-10-04,credit,0.46
08001f7c-1457-4aa3-a807-b6056cda1bad,6722.4,EUR,2025-04-15,credit,0.66
1affb80f-7758-4694-a95b-acdc1fc8cbd6,14491.15,USD,2024-10-18,credit,0.12
51f1fa5d-0549-4593-891b-5958f4a60bfe,2295.45,USD,2025-11-05,debit,0.63
8a0f73c7-f7b4-4525-a6c1-ef1956a5596a,423.88,GBP,2024-06-04,credit,0.72
9896085d-2784-44ed-8b19-4eedcc781363,16031.97,GBP,2025-08-02,debit,0.85
3f2c8015-2472-4210-b32a-e7cc1c6d39fe,17635.8,EUR,2025-06-26,debit,0.21
12e3e0cc-0482-4bc0-bf29-0028c08a430f,13063.39,GBP,2025-04-05,credit,0.52
19cee49d-9d84-4345-9525-ab9ded45e455,11333.63,USD,2025-02-15,debit,0.9
0ed2d038-8a61-441f-9ba8-5439d3ef65c3,5507.36,USD,2024-05-16,credit,0.36
c872883d-83c7-410b-a9d2-5d695f644140,15839.95,EUR,2026-02-27,credit,0.28
3f567fad-dd75-46d4-b4ec-93f569de67c2,12981.25,USD,2025-11-28,debit,0.86
ede3c267-99d4-4bb2-ae61-22e284e0cfd5,3615.57,EUR,2025-07-26,credit,0.03
95ecb2f8-bd1d-49af-b5ab-1f03260175a2,8289.33,GBP,2024-03-31,credit,0.5
f3d93dd1-c234-40f4-b7e3-105b9650991a,3897.84,GBP,2024-05-23,debit,0.37
5c70c57a-4da6-4995-8196-8a26f4657e2e,16975.24,EUR,2024-08-31,credit,0.73
5aec699d-6a82-4cd4-85ab-9c6c531e09d2,11001.46,GBP,2025-03-14,debit,0.25
029175d0-66cb-4d1e-aa7e-c08657c9d504,3546.94,USD,2026-02-07,debit,0.92
7d9f7fc7-82b9-4bf9-a523-80d5179aecd0,14050.79,EUR,2026-03-06,debit,0.49
bd03a51c-da20-4a2a-8744-dfff54022915,9707.15,USD,2025-03-21,credit,0.78
21bd043f-5fdc-466b-b7ec-c7acec056073,4915.57,USD,2024-12-09,credit,0.08
35d7dfcf-4b43-4658-bbf1-fe7d6bad50eb,5609.12,USD,2024-03-20,debit,0.8
6020e882-e74b-41d0-97b1-d0cd446445ae,9777.79,EUR,2025-11-06,debit,0.28
501675af-2d8c-41cd-b570-81784fee4d1b,2640.44,USD,2025-04-22,credit,0.78
01f522b2-d010-4994-acf0-eb82d6a5fc03,12284.97,EUR,2026-01-29,debit,0.54
f9970c95-4c05-407a-a34a-2fe8abec6507,17775.5,EUR,2025-08-04,debit,0.07
9c4049e1-b2ee-4d73-8457-1d1903ad4146,10276.3,USD,2024-10-14,debit,0.93
861dc3d9-6f36-44af-ab38-abbcab9b7a32,7005.17,USD,2025-09-24,debit,0.04
9dcbd838-e592-45bb-b80a-39a1fea51f6a,748.44,USD,2025-01-24,debit,0.87
da22bd24-7437-4642-abc4-314f5b3b9040,16856.59,GBP,2025-05-03,credit,0.51
0a5adb39-49b9-4a5c-9986-e50bd57eaf13,5943.35,USD,2024-12-04,debit,0.39
d2392c63-4edc-4b44-a08f-113dd7497337,12758.14,USD,2024-05-01,credit,0.89
e09ba1f6-16cb-45a8-b9db-852a050075dc,592.71,USD,2024-10-28,credit,0.46
93583528-cac7-4c84-a4c7-64ea8977e8bc,16914.13,EUR,2024-12-28,credit,0.34
408710c8-cf14-4c0c-bccd-e32580d4fc17,6013.49,USD,2024-04-25,credit,0.16
59211ef1-2c11-4fd4-9269-d7e178115d75,7230.59,USD,2024-03-23,credit,0.27
a3135636-5e32-4702-b112-e6c6871c50cc,7495.47,USD,2024-06-30,debit,0.36
d807fed9-d615-46ea-930b-c96642832ae8,14775.69,GBP,2025-11-25,debit,0.8
f1ad0fe2-74c6-4439-bd08-990b41202b1c,14735.36,GBP,2024-12-19,debit,0.96
05acadf5-ca67-4c56-888f-fff400f3e909,15967.97,USD,2025-03-07,debit,0.86
47dda1c7-5a13-4ec7-8a4a-7504826370a0,15007.42,EUR,2025-01-20,credit,0.98
433c5b8d-9217-47e0-b086-51a39a8b0814,16166.13,USD,2025-07-18,credit,0.89
d2d194b4-b211-4f15-9763-d89f5fc69687,17049.8,USD,2024-04-19,debit,0.29
1aa583ab-1026-424a-9e40-6bedc692a939,9435.49,USD,2025-02-26,debit,0.92
1c16689a-2c6a-44e6-82f1-2a846a44152b,2435.71,GBP,2024-05-31,credit,0.67
eef1c2a3-fd00-4b65-843a-eda6cd8b8700,19038.7,USD,2024-09-03,credit,0.23
994f264a-cc6d-43c4-8001-b2d0fbfff0b2,11455.51,USD,2024-03-19,debit,0.35
95b05d14-7570-48ef-9d4d-ba8167cd0efa,17395.91,GBP,2024-06-18,credit,0.72
238a5712-e933-4f0c-aa2e-35bc6847efae,6505.5,GBP,2024-03-23,debit,0.82
7621381c-a830-493a-b956-022a8381060d,13547.03,USD,2025-08-13,debit,0.11
0f452650-3856-4ffa-a5d2-dec75031fd0b,19171.01,EUR,2026-01-07,debit,0.72
b3ac90d5-55d6-4a66-8230-68f469431a7a,15091.42,EUR,2024-05-18,debit,0.14
25cf657a-5b64-4f1c-bfd4-de68ee73ba2a,17279.73,USD,2025-02-24,debit,0.76
e5b3f4c2-72a3-4cd2-ae0c-40733cc29b05,18189.96,GBP,2025-10-22,credit,0.89
5b70418d-1f4a-4e90-86de-65f1581f0e24,2532.36,USD,2025-10-06,debit,0.99
b2fb4159-ee7c-4d48-9bdb-62dca23f07b1,11077.16,USD,2025-08-03,credit,0.26
ac99d749-b6b5-4580-a430-7f4491deeeea,11242.17,USD,2025-08-21,credit,0.22
01136cad-567d-47fc-8be2-5d1e0c4de739,12188.57,USD,2024-12-24,debit,0.5
3b93586c-64f6-4ba3-a8fd-ad464db95145,8430.75,GBP,2024-08-28,credit,0.49
dbf596b0-8fce-4e8b-86a5-8d145260bd58,11139.57,GBP,2024-05-01,debit,0.88
28c1a8d1-5c14-4199-86e8-90b47a695989,10228.37,USD,2025-07-31,credit,0.33
6a6e2c31-0761-423f-9ade-1fc753c6f01f,19277.97,GBP,2024-12-14,debit,0.11
c01dd01c-f667-4ff7-86e4-05172649fbac,678.17,EUR,2024-09-05,credit,0.98
6e8ef2ac-a7e9-445c-ab83-cd2ab2f1676f,19802.07,GBP,2025-10-16,credit,0.41
db4a7a8a-50ff-4c12-bc53-498680d702e5,3933.23,GBP,2024-04-06,credit,0.53
bd768b20-eeb9-47dc-87f1-8bd4dd729110,5786.84,EUR,2025-10-29,credit,0.58
c9805b4a-4bbb-4f49-9290-00c8b973a79b,11411.75,GBP,2025-11-18,debit,0.99
4503c604-61bf-467b-9fa8-bd1bf1e8ad2e,5341.1,EUR,2025-09-08,debit,0.1
c62267e1-6c95-4c66-9c64-972f7cf1da58,17026.59,USD,2025-07-24,debit,0.91
fc71e9b9-5495-4a65-ac98-e582f2f07a8b,1716.68,USD,2024-12-24,credit,0.71
2b1fd8fd-28be-4d67-9e31-f22b4d6ccdf2,7321.38,USD,2024-05-05,credit,0.53
17c209d4-50b5-4a62-9fc0-f2735e621f8f,14538.74,USD,2025-06-25,credit,0.65
55d11d57-6a65-459e-a7c4-fe5018bfcd90,11398.21,USD,2026-01-30,credit,0.68
45ceac6a-2c66-465f-a121-cc46ab7931c6,4050.09,GBP,2025-07-28,credit,0.47
c1dfd5f0-99b8-4ce2-9bcf-26565e1964c3,342.26,USD,2025-06-13,debit,0.22
9c2c754f-28a2-4026-8c5c-fdd72028da1b,11401.63,USD,2026-01-15,credit,0.48
d358b59e-7322-4687-a332-6689f1a58ee6,5510.72,USD,2025-03-01,credit,0.94
dd38fd5c-2c49-4958-adc2-95d007005b33,2075.27,USD,2025-03-08,credit,0.45
23ac9cbc-dbaf-49e1-baeb-10104cbd3345,13820.34,EUR,2025-02-20,credit,0.48
a1c0674a-beee-4fb0-b8e9-bc0f2a1ff6dd,12608.8,USD,2025-09-21,credit,0.74
e97fdcd3-c5f1-498f-91a9-7fac6266c4a0,9574.49,USD,2024-05-31,debit,0.15
81d4962b-5862-4c38-b839-1f035510809c,19580.4,GBP,2025-08-19,debit,0.74
cc27b452-9f22-4cc9-8463-63a760bc44c6,6368.03,USD,2024-04-14,debit,0.49
f1f9237f-0b18-4b2f-af33-c19bd0986d44,1389.46,GBP,2024-04-07,debit,0.18
6183cadf-8073-45fd-b7cb-2d49b5fce313,11440.86,USD,2024-03-24,credit,0.53
464528b4-8914-4a7c-b867-ec2839a5efe4,18360.02,EUR,2025-10-31,debit,0.59
9a090d29-09f0-44d8-9531-ca66b8d76558,14565.82,USD,2025-08-03,debit,0.82
e88fd063-916b-43ac-875f-75f75690450d,12642.91,EUR,2024-11-15,credit,0.04
c4f5906c-ffc2-4091-bae5-7b1d689f6bcb,4030.4,USD,2025-04-17,debit,0.77
fb69b5d7-cf65-4e13-844d-6a1b4a4ae92c,15653.86,USD,2025-07-04,debit,0.51
45f552f7-fcf7-4e72-8732-c10fab1d8262,11058.83,EUR,2026-03-03,credit,0.87
348f6dad-ec9e-497b-a780-d4ed834f099b,1240.82,USD,2025-03-15,debit,0.98
222ad2aa-b846-403f-9dcf-6fa87c9c0fdc,7744.77,USD,2025-09-07,credit,0.44
b0fec2fc-cc43-40cd-9bba-2e3b012f154b,16974.27,EUR,2025-08-01,credit,0.6
df8bbca5-57e8-48d7-a214-e248043f9149,17516.53,USD,2025-10-30,credit,0.12
eecf8c23-9b22-4a85-b477-0ca092f6d57a,8695.52,USD,2026-01-25,credit,0.08
19f18772-f52b-4911-a8e2-3895f5e418d8,7273.09,GBP,2024-09-05,credit,0.51
143acd35-10dd-42c6-9868-456aeb51778a,14169.35,USD,2024-04-24,credit,0.3
df261abd-5f39-4554-987c-f0b1458b8108,6348.95,USD,2025-09-24,debit,0.55
c06b20e6-6d67-4084-af49-c1474a370aa1,11989.58,USD,2024-06-16,credit,0.22
1fabcd53-8ed1-48af-93cc-5081a1bda90c,19786.86,USD,2025-10-28,debit,0.42
979389a1-73a8-4098-b020-49f55b8900c2,8208.66,USD,2025-09-14,debit,0.54
cd7728c2-175c-4e98-994d-43d750a4f460,30.92,USD,2026-01-17,credit,0.36
f69fb311-fcf7-44bc-88d8-95ce173671d1,5399.32,USD,2025-11-24,debit,0.05
057c5430-0421-4db1-83f5-7d71e2fb2f30,19672.61,GBP,2024-08-26,credit,0.25
1ce7ba1a-af7c-4b8c-99dd-f7499832d8d4,3391.1,GBP,2025-09-07,credit,0.24
5759816d-fb24-4613-9034-31760e49d85a,9316.12,GBP,2024-12-17,debit,0.09
6b3c187b-dee7-4b8c-842a-d7953191593e,1185.31,EUR,2024-12-07,debit,0.08
d619dd33-6db2-46f0-be8c-d14b95e50d0f,1971.91,USD,2024-04-12,credit,0.74
6c2b75d0-e7bb-4d00-bf68-3a132103f927,3888.04,USD,2024-08-28,debit,0.63
aafa87bc-6420-4a31-9574-901c66b431ce,7557.77,EUR,2024-09-12,credit,0.35
c06a6625-4987-4ac2-87bb-de40d87f0b98,8410.37,USD,2025-05-31,debit,0.18
071581d9-2606-4f1f-8ff1-4b555f55a85b,2718.59,USD,2025-12-02,debit,0.23
8e85b84f-c58b-4b88-aef9-bc16c5e4a27f,15118.23,GBP,2025-06-02,credit,0.73
481fc8e7-f82e-4bbf-83f5-35a5f8ab2158,4926.32,USD,2025-03-04,debit,0.93
69fd829f-dcf2-4873-8606-9cccdc2f1b05,1654.97,USD,2024-10-03,credit,0.59
8c5f65f0-c427-4f55-950f-8e5d38951e11,9305.15,GBP,2024-08-29,debit,0.12
44557515-3c7f-413c-95f1-ba88a1568874,4264.31,USD,2024-11-13,debit,0.66
977c7480-0b54-4daf-90e3-e85e3d7ae22a,12316.0,USD,2025-08-18,credit,0.49
9015283e-f3c5-4083-9685-11331314f9bf,15105.83,USD,2024-04-16,credit,0.85
4c93a6e9-3fc5-45ee-8e56-534c5c6061eb,13867.55,USD,2024-06-15,debit,0.23
ecd3eb02-501c-4270-b56d-252d7f8fb94f,12308.03,USD,2024-12-24,credit,0.98
7be161b9-96c4-414a-966f-5d1c54bf2ddb,537.26,USD,2024-04-10,debit,0.41
6937e02c-ce98-402f-b7b7-f59ccaf44c3b,5183.7,EUR,2025-06-18,debit,0.49
42d5c9fb-a962-45af-90c1-ffea3cd76532,19032.78,USD,2024-10-27,credit,0.87
09c9b1e8-3983-47e7-a16e-4542428a95ea,1831.39,EUR,2024-07-06,credit,0.86
4e13ca1f-c6db-425d-9031-bc3edc62b5a5,2920.48,USD,2024-06-26,credit,0.17
ae803df7-3eee-4712-9f7e-922bc31dbb7b,8053.19,USD,2025-10-19,debit,0.06
e7ca43cc-d55a-43f8-b7e9-9d3166ec1e22,15488.28,EUR,2024-12-10,debit,0.07
590413a7-c03a-41af-8133-e81d2300e7a3,13728.09,EUR,2025-04-13,credit,0.17
70da851e-f837-471a-8b67-743ae99a0498,2121.11,GBP,2025-04-22,debit,0.24
e0e0f3ab-0f22-433d-94e8-f3fe4e0e8bb5,16736.61,USD,2025-01-03,debit,0.27
a8ff55a4-b242-40b2-88bc-6526c176827f,5090.36,GBP,2024-12-26,debit,0.62
4eb96ee6-3c08-4f0b-a127-882c6d5d0bb9,1262.79,USD,2025-07-11,credit,0.65
21f605bc-2975-42eb-ac3f-b2928cd2522c,12597.15,USD,2025-05-24,debit,0.07
ecadb88f-c84d-477d-abbc-a40db470cdbe,17861.91,USD,2025-03-31,credit,0.29
8e8515cb-000f-48bc-96c3-c7eaefecc1cd,19906.8,EUR,2025-08-27,debit,0.08
26436f79-2556-4c8b-aa92-413320a21a63,4437.44,USD,2026-03-04,debit,0.88
0017cd68-54de-4295-a8aa-4bb134d79d90,16978.45,USD,2025-09-28,debit,0.61
188680f5-1f3d-4fb6-a797-e56f5dc7d5d4,4788.59,USD,2024-06-09,credit,0.6
a9d1ad4e-fe0e-45a1-bab6-a1ea5af00cb9,12991.08,USD,2025-05-09,debit,0.74
ef0d0499-ea57-4001-bcb8-441a411171a7,1827.15,USD,2025-03-22,credit,0.05
5600e2c0-dc2c-4596-9f32-4fa6a252ddbd,15586.5,GBP,2025-08-07,credit,0.58
afa99313-0d64-4194-b1ee-db237c2d3b81,9033.9,GBP,2024-07-06,debit,0.3
c9d4dbd4-0218-47e5-a69d-677fb05e615b,18109.23,USD,2024-06-28,debit,0.89
b2f2d7e2-fad9-4e06-86f6-53fe07b91848,10756.57,USD,2024-09-28,debit,0.9
85e2d449-420f-49e0-8305-c38017af3928,1410.15,USD,2025-05-19,credit,0.12
ddd3c88e-191f-4599-91c7-34b38251b84d,17266.21,USD,2024-07-26,debit,0.51
a6cf2413-5b72-4a36-8d51-bbce8a25d4e5,11851.28,EUR,2024-12-19,debit,0.3
d8f34f41-3510-46cb-a1d9-6bdc3e177530,11221.98,USD,2025-08-31,credit,0.4
22f4dabd-a66c-41ad-8119-96fe7daa150c,589.05,EUR,2025-09-16,credit,0.41
67674c9a-0535-4c20-8ae2-020444ab07a4,276.41,USD,2024-07-20,credit,0.6
c4742092-d04b-48f4-9df2-28a688078fbb,14128.73,USD,2024-09-20,credit,0.37
5e24931e-2e80-4fd6-b261-e5782b3bb787,3763.09,GBP,2025-05-12,credit,0.39
15aa655a-0ecb-4cab-b28c-a0ebb58b7d5f,7832.67,EUR,2025-12-29,debit,0.82
93071ed2-d617-44db-bbea-2d931dc5b1d4,1327.14,EUR,2026-01-20,debit,0.0
b18aa418-0948-41da-8e0f-e5339d79b7b6,8562.27,USD,2024-08-17,debit,0.73
a358f838-d31d-4696-890b-afd4c3c38bb3,17085.02,USD,2024-08-20,credit,0.1
af401fc4-d184-4563-a7dd-e975442a615b,2690.55,USD,2024-06-21,credit,0.99
0c3750ea-b170-4c33-85bb-bbc48fc681ce,14666.73,EUR,2024-05-03,credit,0.68
64a2a744-abdf-464e-9765-c33fbdcb96ca,8465.46,USD,2024-04-24,debit,0.12
11e73fec-3039-47b3-9b1a-9331cc4df12a,1846.81,GBP,2025-12-18,credit,0.64
c4a8d9a7-3b47-4fd8-b5e8-f631aa971663,14397.48,USD,2024-04-21,debit,0.99
9477ecb7-0855-4d35-899c-7cd4edb74b91,1179.57,GBP,2024-06-28,debit,0.99
f725d317-af8a-4a04-924c-e9c1f89f24c7,7046.22,USD,2024-06-21,debit,0.93
8988dbda-7baf-43ed-84d3-101dfae73b02,15933.8,USD,2025-03-21,credit,0.7
41ff971a-327d-4c6e-bcf3-759c4ebc21e9,5015.03,EUR,2025-11-02,debit,0.48
1eb63124-8551-4c64-981b-405cbd4fff32,11803.08,GBP,2025-02-15,credit,0.54
34388e1c-b9eb-4165-baf4-c52d78b8b968,18147.25,USD,2024-12-26,debit,0.5
cc431a38-3789-4e44-90c9-417b31562950,11299.84,GBP,2025-07-07,credit,0.65
a4a210a9-aeda-4993-83d9-bed2ebd22996,6724.22,USD,2025-04-15,credit,0.5
261a093e-7e66-4e21-88cb-39212e774522,2035.82,GBP,2024-09-23,debit,0.63
0bb7dff9-c225-46e2-8601-bb89596a6933,15885.9,USD,2025-03-16,credit,0.12
917a58f7-9675-4a5a-881e-2d2242d61361,13730.5,USD,2026-02-11,credit,0.7
09a60915-fb84-4941-b735-636dd4a0c719,3693.49,USD,2026-03-05,credit,0.14
c5ef67a4-fcf8-44f9-a985-6f6a60dcbead,4689.38,USD,2025-03-21,credit,0.83
07c65e40-a25a-4194-bcd3-520ac0fcb773,19779.49,USD,2024-04-29,debit,0.76
8788d835-9b8e-46fc-8084-49b7ce16d95a,6097.1,USD,2024-04-26,credit,0.05
73bbfd19-a49a-404a-8d18-06134614d189,19048.18,USD,2025-05-20,debit,0.19
e17b04f8-4e4b-49a5-83a7-cb4945e8bb88,3175.75,USD,2024-10-02,credit,0.29
c087f075-0fba-4e56-adeb-d981c7793337,7661.94,USD,2025-03-21,debit,0.97
18a42bb6-746d-441b-bbc2-4012b0d0398d,8782.78,EUR,2024-11-26,debit,0.72
32a6fc38-291b-4487-808c-200787a6fc65,3732.43,USD,2024-08-17,debit,0.83
17fea9bd-de1d-4f68-be99-89b4ab33f131,12811.29,GBP,2024-10-05,debit,0.8
23f67533-f623-40c0-831c-1c21941a30aa,15127.84,EUR,2025-03-21,debit,0.11
797e4b87-42cb-430d-953e-3fa737105248,15206.5,GBP,2024-10-23,debit,0.29
97532c87-16b7-45db-adc6-c65a9ac8e17c,11002.8,GBP,2024-11-13,credit,0.08
8ba4d505-1da7-49b7-a5ef-9c6df078cdc2,9660.95,USD,2026-01-24,debit,0.64
bef13eb4-8836-4b6e-ab5e-bee94d409c3e,1327.35,GBP,2024-03-21,debit,0.3
452501df-62e5-4160-b3bb-84ec340ba1df,2858.69,GBP,2025-09-01,credit,0.07
3a66958a-6a22-44f7-8732-601d198819af,5723.42,USD,2025-11-26,debit,0.84
0bb5c5b4-7e2c-47c4-b52c-72b9238e69d2,15572.4,USD,2024-05-20,credit,0.01
aa09a003-5eb1-4a24-a8fe-a69070fa410f,11559.52,GBP,2025-09-09,credit,0.14
52800134-f1bc-4b3a-b1c9-7656b3fc95e2,15095.41,USD,2024-12-07,credit,0.53
30614f8c-caa1-4725-9ce3-2161ea171276,1905.49,USD,2025-11-05,debit,0.97
0447027f-d42b-49ad-b2a7-a504a7cfc14e,16595.02,EUR,2026-02-02,debit,0.27
5374e24b-370d-4318-aa3f-8d65805b9c89,2484.44,USD,2025-09-12,credit,0.59
7ccd9cd4-0465-4d5f-9164-43d83dd3df5a,15292.27,USD,2025-03-17,debit,0.49
bfc16e57-3fd1-4868-96b0-7a6f1e49644b,10529.27,GBP,2024-05-04,debit,0.98
d68bd309-be15-4669-babb-0e317b65059b,5879.52,USD,2025-08-19,debit,0.93
dcd5b642-1704-4046-9df2-55f8275cd752,4632.41,USD,2025-05-27,debit,0.97
f738ef38-b6b1-4e04-bb20-c303c60e2b9d,8949.04,EUR,2024-10-16,debit,0.42
0b1cc055-0995-46a2-ba9b-c183ef75f202,1366.15,EUR,2024-09-23,credit,0.44
173b0d62-9c99-435f-8194-019cb2c54cb1,8202.09,EUR,2024-10-05,debit,0.26
849eaa9d-5576-41bb-aa2c-27c110c6a258,1314.4,GBP,2026-01-05,debit,0.68
f9b0101b-6c08-4838-a889-886c2983d905,18526.1,USD,2024-07-21,debit,0.83
6d9b9e67-3ff0-4bd6-adec-ede07e62a24f,14938.27,EUR,2024-10-09,debit,0.36
d47f243d-66bf-4906-9213-9f8885ed9e26,7284.31,USD,2024-05-08,debit,0.49
8825f064-fa1e-4c06-8b98-3e4ac41fbe08,19313.9,EUR,2024-12-11,credit,0.39
85d42d1f-fb1c-4982-b203-d8db682b829a,1298.97,USD,2024-09-25,credit,0.88
935449a2-b4e1-4c11-b439-fbba688846be,1391.02,USD,2025-04-23,credit,0.02
f726c07b-69a3-4d7b-8f53-bc80848e3d2e,15797.62,EUR,2024-05-17,debit,0.18
2e8424d1-d295-4552-9c19-7f95f9dfff3b,17261.17,GBP,2024-10-27,debit,0.45
15d88f3b-77d7-4e7c-b8b5-f687e02cf2a1,7252.41,USD,2025-10-23,debit,0.58
b75de635-6687-4809-a62a-ddcde7685632,15558.18,EUR,2025-04-22,debit,0.85
ef438053-c1c3-4e54-bc82-85d05c6c236a,15455.07,GBP,2026-02-11,credit,0.46
c5b6103f-3f38-46e8-8c20-83de9798b531,652.22,USD,2025-10-13,debit,0.11
a4eab9c6-e489-46ce-93e6-8c7b7b5890f2,19883.27,EUR,2026-02-01,debit,0.09
fa05e213-75cc-49e3-9753-5073608e5060,15946.47,EUR,2024-08-18,credit,0.33
3028d8f4-1a56-4671-95f0-67758576e75f,6639.71,USD,2025-12-01,credit,0.49
f9f9246a-365b-427f-b230-fe9bd98cea34,15072.56,USD,2024-08-13,credit,0.87
bcee2ee8-eb96-4b08-860f-50c65e8ff5b3,18738.87,USD,2025-10-11,credit,0.99
ca150fa7-4792-4096-8617-2c98cede054f,9626.82,USD,2025-12-09,debit,0.62
be1deae0-90b6-4598-8264-c9e6c465efcc,15883.32,EUR,2025-01-16,debit,0.6
76a217bd-ff04-4a6e-adc0-a591dce2d93f,18936.69,EUR,2025-11-02,credit,0.33
